"COL0","COL1","COL2","COL3","COL4","COL5","COL6","COL7","COL8","COL9","COL10","COL11","COL12","COL13","COL14","COL15","COL16","COL17","COL18","COL19","COL20","COL21","COL22","COL23","COL24","COL25","COL26","COL27","COL28","COL29"
"4210835.06",3281.00,-0.40,3293.00,1222.00,532.20,6.16,1230.00,190.00,1040.00,6.60,1230.00,760.00,470.00,0.00,1230.00,2475.00,525.00,125.00,610.00,1700.00,470.00,310.00,77.20,2.70,2505.00,2505.00,2430.00,45714.00,34.50
"4210835.07",4671.00,-4.30,4883.00,1919.00,712.60,6.55,1910.00,75.00,1835.00,6.80,1905.00,1590.00,315.00,0.00,1905.00,3795.00,710.00,165.00,960.00,2610.00,730.00,460.00,70.90,2.50,3880.00,3880.00,3785.00,42112.00,40.40
"4210840.01",5242.00,-2.60,5384.00,2731.00,2080.70,2.52,2585.00,295.00,2285.00,5.40,2585.00,1285.00,1300.00,0.00,2585.00,4320.00,795.00,135.00,895.00,2635.00,1005.00,675.00,62.80,1.90,4450.00,4450.00,4380.00,35364.00,43.60
"4210840.02",4508.00,-4.10,4699.00,2044.00,823.60,5.47,2060.00,305.00,1755.00,6.00,2060.00,1380.00,685.00,0.00,2065.00,3830.00,815.00,200.00,885.00,2465.00,885.00,490.00,66.20,2.10,3700.00,3705.00,3635.00,40399.00,45.40
"4210845.03",4659.00,8.10,4309.00,1806.00,140.10,33.25,1790.00,115.00,1680.00,6.90,1790.00,1460.00,330.00,0.00,1790.00,3650.00,685.00,185.00,805.00,2425.00,745.00,480.00,71.20,2.60,3610.00,3610.00,3510.00,42578.00,36.50
"4210845.04",4652.00,1.90,4566.00,1784.00,1721.40,2.70,1795.00,90.00,1705.00,6.80,1795.00,1455.00,340.00,0.00,1800.00,3710.00,670.00,130.00,810.00,2450.00,760.00,495.00,70.20,2.60,3645.00,3640.00,3540.00,42048.00,38.40
"4210845.05",6647.00,7.60,6177.00,2626.00,62.20,106.88,2545.00,65.00,2485.00,6.70,2545.00,2220.00,330.00,0.00,2545.00,5080.00,770.00,160.00,1035.00,3280.00,1015.00,790.00,71.80,2.60,5080.00,5075.00,4975.00,40609.00,37.50
"4210845.06",1188.00,6.50,1115.00,495.00,20.30,58.46,455.00,20.00,440.00,6.80,460.00,395.00,65.00,0.00,455.00,915.00,120.00,25.00,215.00,555.00,215.00,150.00,63.90,2.50,970.00,970.00,950.00,37803.00,40.80
"4210846.02",6266.00,5.50,5942.00,2506.00,185.20,33.84,2485.00,75.00,2410.00,6.80,2480.00,2140.00,340.00,0.00,2485.00,5050.00,1045.00,215.00,1255.00,3430.00,930.00,690.00,67.70,2.50,5050.00,5050.00,4930.00,41903.00,39.50
"4210846.03",1249.00,3.90,1202.00,485.00,59.70,20.92,460.00,0.00,460.00,7.90,460.00,420.00,35.00,0.00,460.00,955.00,180.00,75.00,190.00,660.00,210.00,80.00,68.90,2.60,1010.00,1010.00,990.00,43179.00,41.20
"4210846.04",8164.00,6.00,7700.00,3109.00,2188.40,3.73,3085.00,130.00,2955.00,7.20,3085.00,2525.00,565.00,0.00,3090.00,6370.00,1770.00,270.00,1455.00,4485.00,1195.00,695.00,71.40,2.60,6370.00,6365.00,6195.00,46051.00,37.60
"4210850.02",2660.00,19.30,2229.00,1083.00,126.00,21.10,1045.00,30.00,1015.00,6.70,1045.00,785.00,255.00,0.00,1045.00,2000.00,500.00,100.00,400.00,1445.00,310.00,245.00,71.20,2.50,2030.00,2030.00,1980.00,45056.00,37.10
"4210850.03",3868.00,7.70,3593.00,1553.00,1029.60,3.76,1430.00,55.00,1370.00,7.80,1425.00,1300.00,130.00,0.00,1425.00,2980.00,1370.00,125.00,590.00,2330.00,480.00,170.00,69.50,2.70,3100.00,3100.00,3010.00,54187.00,39.80
"4210850.04",4796.00,14.50,4189.00,1816.00,2061.90,2.33,1810.00,425.00,1390.00,6.60,1810.00,1365.00,445.00,0.00,1810.00,3650.00,1190.00,135.00,795.00,2630.00,645.00,385.00,73.80,2.60,3535.00,3530.00,3440.00,53274.00,37.10
"4210850.05",4230.00,22.90,3443.00,1549.00,321.00,13.18,1515.00,25.00,1490.00,7.70,1520.00,1390.00,120.00,0.00,1515.00,3205.00,990.00,160.00,780.00,2405.00,545.00,255.00,71.90,2.80,3175.00,3175.00,3110.00,46777.00,36.00
"4210900.00",5611.00,11.70,5023.00,2365.00,45.80,122.57,2270.00,115.00,2150.00,6.30,2265.00,1665.00,605.00,0.00,2270.00,4375.00,450.00,115.00,950.00,2650.00,905.00,820.00,72.60,2.50,4375.00,4375.00,4295.00,38902.00,38.10
"4210901.00",4392.00,13.00,3888.00,1898.00,61.00,71.99,1815.00,30.00,1785.00,7.00,1815.00,1590.00,230.00,0.00,1815.00,3565.00,860.00,170.00,795.00,2535.00,625.00,405.00,66.00,2.40,3565.00,3570.00,3505.00,41933.00,41.10
"4210902.00",1598.00,-0.40,1604.00,824.00,26.50,60.20,690.00,20.00,675.00,7.10,695.00,605.00,85.00,0.00,690.00,1295.00,275.00,50.00,255.00,810.00,295.00,185.00,59.70,2.30,1290.00,1295.00,1265.00,39461.00,44.90
